A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,39.12,54.98,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,39.56,56.49,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,40.78,58.24,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,41.39,59.12,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,41.69,63.56,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,41.85,65.78,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,43.46,69.95,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,45.37,75.49,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,50.46,89.34,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.0,3.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.0,4.50,2.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.0,7.25,4.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,1.0,12.81,13.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,1.0,15.41,15.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,1.0,18.85,22.94,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,25.21,29.73,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,26.61,32.87,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,27.30,34.43,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,28.65,38.22,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,29.33,41.11,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,33.83,44.78,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,34.92,45.39,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,35.46,46.69,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,37.86,47.67,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,36.93,49.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,36.47,51.92,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,39.12,54.98,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,39.56,56.49,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,41.39,59.12,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,41.85,65.78,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,42.92,67.89,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,43.46,69.95,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,44.73,72.97,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,45.37,75.49,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,47.84,81.37,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,48.92,86.69,0.0
0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,5.51,4.24,1.00,2.00,2.2
0.00,1.50,0.00,0.00,0.00,3.50,0.00,0.00,3.50,0.00,0.00,0.00,0.00,1.00,8.50,0.00,3.50,0.00,7.00,5.99,3.50,4.00,7.6
0.00,1.75,0.00,0.00,0.00,5.75,0.00,0.00,6.75,0.00,0.00,0.00,0.00,1.50,13.25,0.00,6.75,1.00,9.49,4.24,5.75,5.00,-2.6
0.00,2.88,0.00,0.00,0.00,6.88,0.00,0.00,8.38,0.00,0.00,0.00,0.00,1.75,17.62,0.00,8.38,1.50,8.98,4.54,8.88,7.50,1.2
0.00,3.44,0.00,0.00,0.00,8.44,0.00,1.00,12.19,0.00,0.00,0.00,0.00,1.88,21.81,0.00,9.19,1.75,9.03,5.99,12.44,9.75,7.2
0.00,3.86,0.00,0.00,0.00,12.61,0.00,3.25,16.05,0.00,0.00,0.00,0.00,1.97,27.95,0.00,14.80,3.44,11.03,4.75,15.61,12.44,-1.6
0.00,3.93,0.00,0.00,0.00,14.30,0.00,3.62,18.02,0.00,0.00,0.00,0.00,3.98,30.98,0.00,16.40,3.72,10.27,6.7,17.80,16.22,8.5
0.00,5.48,0.00,0.00,0.00,18.58,0.00,3.91,25.51,0.00,1.50,0.00,0.00,5.50,33.24,0.00,19.10,3.93,12.62,5.76,26.95,24.55,1.9
0.00,5.74,0.00,0.00,0.00,19.29,0.00,3.95,28.75,0.00,1.75,0.00,0.00,5.75,35.62,0.00,20.55,3.96,12.07,4.73,34.48,28.28,-3.4
0.00,6.87,0.00,0.00,0.00,23.64,0.00,3.98,31.38,0.00,1.88,0.00,0.00,6.87,39.81,0.00,22.27,3.98,10.76,5.3,32.24,31.14,0.4
0.00,7.44,0.00,0.00,0.00,26.82,0.00,3.99,32.69,0.00,1.94,0.00,0.00,7.44,43.91,0.00,24.14,3.99,10.68,5.39,31.12,34.57,1.3
0.00,7.72,0.00,0.00,0.00,28.41,1.00,3.99,35.34,0.00,1.97,0.00,0.00,7.72,48.95,0.00,25.07,4.00,10.73,5.84,32.56,39.28,3.7
0.00,7.96,0.00,0.00,0.00,31.55,1.88,4.00,41.17,0.00,2.00,0.00,0.00,7.96,63.87,0.00,25.88,5.75,11.56,5.84,40.32,47.41,0.0
0.00,7.98,0.00,0.00,0.00,31.78,1.94,4.00,41.58,0.00,2.00,0.00,0.00,7.98,64.93,0.00,25.94,5.87,11.62,6.26,44.16,49.71,6.4
0.00,8.00,0.00,0.00,0.00,34.97,1.99,5.75,44.45,0.00,2.00,0.00,0.00,8.00,77.62,0.00,30.74,9.23,11.65,7.08,52.77,52.71,9.3
0.00,8.00,0.00,0.00,0.00,36.49,2.00,5.87,46.22,0.00,3.00,0.00,0.00,9.00,84.81,0.00,33.37,9.62,12.90,6.73,54.38,54.36,5.7
0.00,8.00,0.00,0.00,0.00,37.24,2.00,5.94,49.11,0.00,3.50,0.00,0.00,9.50,89.40,0.00,34.69,10.81,13.18,5.6,55.19,55.18,-1.1
0.00,9.50,0.00,0.00,0.00,41.81,2.00,5.98,55.28,0.00,3.87,0.00,0.00,9.87,96.85,0.00,37.17,12.70,12.71,5.48,60.30,57.29,-1.9
0.00,9.75,0.00,0.00,0.00,44.91,2.00,6.99,58.64,0.00,3.94,0.00,0.00,9.94,107.43,0.00,37.59,13.35,11.83,7.43,62.15,59.65,9.2
0.00,9.94,0.00,0.00,0.00,50.23,2.00,9.25,65.66,0.00,5.48,0.00,0.00,9.98,120.36,0.00,41.40,13.84,13.24,7.01,71.04,65.41,6.2
0.00,9.97,0.00,0.00,0.00,53.11,2.00,9.62,69.83,0.00,5.74,0.00,0.00,9.99,124.18,0.00,43.70,14.92,13.63,5.04,72.52,66.71,-6.2
0.00,11.75,0.00,0.00,0.00,61.14,2.00,10.95,77.23,0.00,5.97,0.00,0.00,10.00,138.52,1.75,47.46,15.86,11.31,7.48,75.31,73.59,9.1
1.00,11.87,0.00,0.00,0.00,63.57,3.00,11.48,80.61,0.00,5.98,0.00,0.00,10.00,143.26,1.88,49.73,15.93,13.14,9.37,76.66,75.79,19.5
1.50,11.94,0.00,0.00,0.00,64.78,3.50,11.74,83.31,0.00,6.99,0.00,0.00,10.00,145.63,1.94,54.87,16.97,15.94,6.66,78.33,76.90,1.5
1.75,11.97,1.00,0.00,0.00,69.39,3.75,11.87,85.65,0.00,7.50,0.00,0.00,10.00,146.82,1.97,59.43,18.48,14.63,6.66,80.16,77.45,0.0
1.88,11.98,1.50,0.00,0.00,71.70,3.87,11.93,86.83,0.00,7.75,0.00,0.00,10.00,147.41,1.98,61.72,19.24,13.97,6.47,83.08,78.72,0.9
1.94,11.99,1.75,0.00,0.00,73.85,3.94,11.97,88.41,0.00,7.87,0.00,0.00,10.00,149.70,1.99,63.86,19.62,13.46,7.22,86.54,82.36,5.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,0.00,0.00,9.4
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,12.77,11.44,2.00,1.00,-1.2
0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,4.00,0.00,1.50,0.00,0.00,0.00,7.00,0.00,1.50,0.00,17.82,11.32,5.00,2.50,2.8
0.00,0.00,0.00,0.00,0.00,3.25,0.00,1.00,6.00,0.00,1.75,0.00,0.00,0.00,9.50,0.00,2.75,0.00,20.23,10.4,8.50,4.25,0.4
0.00,0.00,0.00,0.00,0.00,5.62,0.00,1.50,8.00,0.00,1.88,0.00,0.00,0.00,12.75,0.00,4.38,0.00,20.52,10.4,10.25,7.12,0.0
0.00,0.00,0.00,0.00,0.00,6.81,0.00,1.75,9.00,0.00,1.94,0.00,0.00,0.00,14.38,0.00,5.19,0.00,20.66,9.52,13.12,9.56,-0.5
0.00,0.00,0.00,0.00,0.00,8.41,0.00,1.88,9.50,0.00,1.97,0.00,0.00,0.00,15.19,0.00,5.59,0.00,19.85,12.61,14.56,11.78,14.7
0.00,1.00,0.00,0.00,0.00,11.60,0.00,1.97,12.38,0.00,3.49,0.00,0.00,0.00,19.30,0.00,8.40,1.50,21.26,10.45,22.64,16.45,2.5
0.00,1.50,0.00,0.00,0.00,12.80,0.00,1.98,15.19,0.00,3.75,0.00,0.00,0.00,20.65,0.00,10.20,1.75,21.08,10.45,25.32,19.22,0.0
0.00,1.75,0.00,0.00,0.00,13.40,0.00,1.99,16.59,0.00,3.87,0.00,0.00,0.00,21.32,0.00,11.10,1.88,20.99,10.45,27.66,21.61,0.0
0.00,1.88,0.00,0.00,0.00,13.70,0.00,2.00,17.30,0.00,3.94,0.00,0.00,0.00,21.66,0.00,11.55,1.94,20.94,10.73,29.83,24.81,5.5
0.00,1.94,0.00,0.00,0.00,13.85,0.00,2.00,18.65,0.00,3.97,0.00,0.00,0.00,21.83,0.00,11.77,2.97,21.20,10.64,30.92,26.40,3.9
0.00,1.97,0.00,0.00,0.00,14.93,0.00,2.00,19.32,0.00,3.98,0.00,0.00,0.00,23.92,0.00,11.89,4.48,21.24,9.99,33.46,27.20,-0.1
0.00,1.98,0.00,0.00,0.00,17.46,0.00,2.00,19.66,0.00,3.99,0.00,0.00,0.00,26.96,0.00,12.94,5.24,20.61,9.91,36.73,28.60,0.2
0.00,2.00,0.00,0.00,0.00,20.87,0.00,2.00,22.92,0.00,4.00,0.00,0.00,0.00,38.24,0.00,15.24,5.81,20.02,9.81,39.18,32.15,1.2
0.00,2.00,0.00,0.00,0.00,21.43,0.00,2.00,23.46,0.00,4.00,0.00,0.00,0.00,41.12,0.00,16.62,5.91,19.82,8.82,39.59,34.08,-3.7
0.00,3.00,0.00,0.00,0.00,23.72,1.00,2.00,23.73,0.00,4.00,0.00,0.00,2.00,45.56,0.00,17.31,5.95,18.73,9.92,40.80,37.04,3.7
0.00,3.50,0.00,0.00,0.00,24.86,1.50,2.00,25.86,0.00,4.00,0.00,0.00,3.00,48.78,0.00,19.65,5.98,19.28,9.92,42.40,41.52,0.0
0.00,3.75,0.00,0.00,0.00,25.43,1.75,2.00,26.93,0.00,4.00,0.00,0.00,3.50,50.39,0.00,20.83,5.99,19.56,9.92,43.20,44.76,0.0
0.00,3.87,0.00,0.00,0.00,25.71,1.88,2.00,27.47,0.00,4.00,0.00,0.00,3.75,51.19,0.00,21.41,5.99,19.70,9.35,43.60,46.38,0.7
0.00,3.94,0.00,0.00,0.00,26.86,1.94,2.00,27.73,0.00,4.00,0.00,0.00,3.88,52.60,0.00,22.71,6.00,19.20,9.22,45.80,48.19,0.4
0.00,3.97,0.00,0.00,0.00,29.43,1.97,3.00,27.87,0.00,4.00,0.00,0.00,3.94,56.30,0.00,24.35,6.00,18.82,8.46,47.90,50.09,-3.1
0.00,4.98,0.00,0.00,0.00,31.71,1.98,3.50,27.93,0.00,4.00,0.00,0.00,3.97,60.15,0.00,25.18,6.00,17.87,8.46,49.95,54.05,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.19,0.00,0.00,7.1
1.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,7.00,0.00,2.00,1.50,23.81,18.92,2.00,0.00,8.3
0.50,0.00,0.00,0.00,0.00,1.75,0.00,0.00,3.00,0.50,0.00,0.00,0.00,0.50,5.50,0.00,3.00,1.75,30.83,17.1,2.00,0.00,-1.2
0.25,0.00,0.00,0.00,0.00,0.88,0.00,0.00,1.50,0.25,0.00,0.00,0.00,0.25,6.75,0.00,1.50,0.88,32.51,16.46,2.00,1.00,-1.0
0.03,0.00,0.00,0.00,0.00,0.11,0.00,0.00,1.44,0.03,0.00,0.00,0.00,0.03,9.59,0.00,0.69,0.11,31.74,17.05,4.75,1.88,9.7
0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.75,3.18,0.00,0.00,0.00,0.00,0.00,7.20,0.00,1.34,0.26,31.84,16.38,2.84,1.73,4.3
0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.38,3.59,0.00,0.00,0.00,0.00,0.00,7.60,0.00,0.67,1.13,32.30,16.67,1.42,0.87,5.8
0.00,0.00,0.00,0.00,0.00,1.69,0.00,0.19,2.79,0.00,0.00,0.00,0.00,0.00,6.80,0.00,1.33,1.57,32.82,16.98,2.71,0.43,6.1
0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.09,5.40,0.00,0.00,0.00,0.00,0.00,6.40,0.00,0.67,1.78,33.39,17.02,1.36,0.22,5.5
0.00,1.00,0.00,0.00,0.00,1.42,0.00,0.05,3.70,0.00,0.00,0.00,0.00,0.00,6.20,0.00,2.33,1.89,33.71,16.92,1.68,0.11,4.1
0.00,0.50,0.00,0.00,0.00,1.71,0.00,0.02,3.85,0.00,0.00,0.00,0.00,0.00,8.10,0.00,4.17,0.95,33.78,16.63,1.84,1.05,4.0
0.00,0.25,0.00,0.00,0.00,1.86,1.00,0.01,3.92,0.00,0.00,0.00,0.00,0.00,7.05,0.00,4.08,0.47,33.52,17.6,5.92,2.53,7.3
0.50,0.06,0.00,0.00,0.00,3.96,0.25,0.50,2.48,0.00,0.00,0.00,0.00,0.00,5.76,0.00,2.02,0.12,33.12,17.91,2.98,2.63,10.7
0.25,0.03,0.00,0.00,0.00,1.98,2.12,0.25,4.24,0.00,0.00,0.00,0.00,0.00,6.88,0.00,3.01,1.06,34.47,17.7,1.49,1.32,7.6
0.13,0.02,0.00,0.00,0.00,2.99,1.06,0.13,3.12,0.00,0.00,0.00,0.00,0.00,4.44,0.00,3.51,1.53,34.93,17.76,1.74,0.66,7.5
0.06,0.01,0.00,0.00,0.00,1.50,0.53,0.06,3.56,0.00,0.00,0.00,0.00,0.00,3.22,0.00,5.75,0.76,35.23,16.86,0.87,1.33,2.0
0.01,0.00,0.50,0.00,0.00,1.19,0.07,0.01,1.70,0.00,1.00,0.00,0.00,0.50,3.15,0.00,2.22,0.10,18.03,16.74,1.86,2.42,0.3
0.00,0.00,0.06,0.00,0.00,1.65,0.51,1.50,1.46,0.00,0.12,0.00,0.00,0.06,5.14,0.00,2.03,1.51,33.18,16.11,2.73,0.55,-2.8
0.00,1.00,0.03,0.00,0.00,1.82,0.25,0.75,0.73,0.00,0.06,0.00,0.00,0.03,3.57,0.00,1.01,0.76,32.70,17.71,2.37,1.28,5.9
1.00,0.50,0.02,0.00,0.00,3.91,0.13,1.38,0.37,0.00,0.03,0.00,0.00,0.02,1.79,0.00,1.51,0.38,34.06,18.75,3.18,1.64,11.7
0.50,0.25,0.01,0.00,0.00,2.96,0.06,1.69,2.18,0.00,1.02,0.00,0.00,0.01,3.89,0.00,2.75,0.19,35.78,16.48,3.59,1.82,-1.0
0.13,0.56,0.00,0.00,0.00,2.24,0.02,0.92,1.55,0.00,0.25,0.00,0.00,0.00,2.47,0.00,1.19,0.05,17.19,16.86,3.40,2.95,3.4
0.02,0.57,0.00,0.00,0.00,2.03,0.00,0.12,0.44,0.00,0.03,0.00,0.00,0.00,1.31,0.00,0.15,0.26,14.34,16.85,2.67,0.87,3.3
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.59,3.06,2.69,5.4
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,7.59,8.23,2.53,1.35,6.8
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,3.25,0.00,3.75,0.75,13.94,8.58,4.13,1.34,5.8
1.00,0.00,0.00,0.00,0.00,1.75,0.00,0.25,1.50,0.00,0.00,0.00,0.00,0.00,4.62,0.00,2.88,0.38,15.55,7.47,5.07,1.67,-0.2
0.25,0.50,0.00,0.00,0.00,0.44,0.00,0.06,1.88,0.00,0.00,0.00,0.00,0.00,11.66,0.00,4.72,1.09,16.89,8.04,2.27,1.92,0.8
0.12,0.25,0.00,0.00,0.00,1.22,0.00,0.03,1.94,0.00,0.00,0.00,0.00,0.00,8.83,0.00,3.36,0.55,16.49,9.02,2.13,1.96,6.1
0.27,0.03,0.00,0.00,0.00,1.65,0.00,1.00,2.74,0.00,0.00,0.00,0.00,0.00,7.60,0.00,3.67,1.07,18.19,8.82,2.77,2.49,2.8
0.57,0.51,0.00,0.00,0.00,1.41,0.00,0.25,3.69,0.00,0.00,0.00,0.00,0.00,4.40,0.00,1.42,0.27,17.56,9.19,4.19,2.12,4.7
1.28,0.25,0.00,0.00,0.00,0.71,0.00,0.13,1.84,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.71,0.13,17.97,9.43,4.10,2.06,5.2
0.32,0.06,0.00,0.00,0.00,1.18,0.00,0.03,2.96,0.00,0.00,0.00,0.00,0.00,6.30,0.00,1.18,1.53,18.66,8.19,4.02,0.52,-2.1
0.16,0.03,0.00,0.00,0.00,3.59,0.00,0.02,1.48,0.00,0.00,0.00,0.00,0.00,5.15,0.00,0.59,0.77,17.52,9.4,4.01,3.26,4.5
0.08,0.02,0.00,0.00,0.00,2.79,0.00,0.01,0.74,0.00,0.00,0.00,0.00,0.00,2.58,0.00,0.29,1.38,18.16,9.02,5.01,1.63,2.1
0.04,0.01,0.00,0.00,0.00,1.40,0.00,1.00,0.37,0.00,0.00,0.00,0.00,0.00,2.29,0.00,1.15,0.69,18.10,8.86,4.50,2.81,1.6
0.02,0.00,0.00,0.00,0.00,0.70,0.00,0.50,1.19,0.00,0.00,0.00,0.00,0.00,3.14,0.00,1.57,0.35,17.91,10.02,2.25,3.41,6.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,2.00,2.00,6.3
0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,1.00,2.05,2.04,1.00,1.00,3.0
0.00,0.50,0.00,0.00,0.00,1.50,0.00,0.25,0.50,0.00,0.00,0.00,0.00,0.00,3.50,0.00,1.00,0.75,1.53,1.95,0.75,2.25,1.4
0.00,0.25,0.00,0.00,0.00,0.75,0.00,1.12,1.25,0.00,0.00,0.00,0.00,0.00,6.75,0.00,1.50,0.38,2.72,1.76,0.38,2.12,0.2
0.00,0.12,0.00,0.00,0.00,0.38,0.00,0.56,1.62,0.00,0.00,0.00,0.00,0.00,4.38,0.00,0.75,0.19,3.12,1.81,2.19,2.06,0.5
0.00,0.03,0.00,0.00,0.00,1.09,0.00,0.14,1.41,0.00,0.00,0.00,0.00,0.00,3.09,0.00,0.69,0.05,1.68,1.72,2.55,1.52,0.1
0.00,1.02,0.00,0.00,0.00,1.55,0.00,0.07,3.70,0.00,0.00,0.00,0.00,0.00,3.55,0.00,1.34,0.02,2.56,2.5,4.27,1.76,3.9
0.00,1.51,0.00,0.00,0.00,3.77,0.00,1.04,6.85,0.00,0.00,0.00,0.00,0.00,4.77,0.00,3.67,0.01,3.78,1.35,3.14,1.88,-2.7
0.00,0.88,0.00,0.00,0.00,0.94,0.00,0.26,2.21,0.00,0.00,0.00,0.00,0.00,3.19,0.00,0.92,0.00,1.62,2.2,2.78,1.97,2.8
0.00,0.44,0.00,0.00,0.00,2.47,0.00,0.13,6.11,0.00,0.00,0.00,0.00,0.00,8.60,0.00,2.46,0.00,3.01,3.07,1.39,2.98,6.5
0.00,0.22,0.00,0.00,0.00,3.24,0.00,0.06,4.05,0.00,0.00,0.00,0.00,0.00,9.30,0.00,6.23,0.00,4.58,4.83,1.70,3.49,14.5
0.00,0.03,0.00,0.00,0.00,2.15,0.25,0.26,2.76,0.00,0.25,0.00,0.00,0.00,3.66,0.00,2.78,0.25,3.70,5.71,0.71,3.44,14.8
0.00,0.00,0.00,0.00,0.00,2.26,0.14,0.02,1.30,0.00,1.14,0.00,0.00,0.00,4.60,0.00,0.30,0.14,7.21,2.85,2.54,2.21,-3.9
0.00,1.00,0.00,0.00,0.00,4.13,0.07,0.01,0.65,0.00,0.57,0.00,0.00,0.00,9.30,0.00,1.15,0.07,6.46,3.51,2.27,2.11,0.5
0.00,0.25,0.00,0.00,0.00,3.53,0.02,0.00,2.66,0.00,0.14,0.00,0.00,0.00,9.33,0.00,1.79,1.02,7.78,5.78,3.07,2.03,12.0
0.00,0.06,0.00,0.00,0.00,0.88,0.00,0.00,2.17,0.00,0.54,0.00,0.00,0.00,6.83,0.00,3.45,0.75,9.60,5.51,2.27,1.51,8.7
1.50,0.02,0.00,0.00,0.00,0.22,0.00,0.00,2.54,0.00,0.13,0.00,0.00,0.00,1.71,0.00,2.36,0.19,10.52,5.15,4.57,2.88,5.0
0.75,0.01,0.00,0.00,0.00,1.11,0.00,0.00,3.27,0.00,0.07,0.00,0.00,1.00,0.85,0.00,1.18,1.09,10.41,4.03,2.28,1.44,-2.0
0.38,1.00,0.00,0.00,0.00,3.56,0.00,0.00,3.64,0.00,0.03,0.00,0.00,0.50,4.43,0.00,1.59,0.55,9.23,6.06,2.14,3.72,9.8
0.19,0.50,0.00,0.00,0.00,1.78,1.00,0.00,1.82,0.00,1.02,0.00,0.00,0.25,5.21,0.00,1.80,0.27,10.68,4.85,4.07,3.86,2.1
0.09,0.25,0.00,0.00,0.00,0.89,0.50,0.00,1.91,0.00,0.51,0.00,0.00,0.12,8.61,0.00,2.90,0.14,10.19,4.34,4.04,3.93,-1.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,1.00,0.00,14.6
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,5.0,3.50,4.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.38,5.0,1.00,9.25,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.19,4.28,3.50,12.62,2.5
0.00,1.00,0.00,0.00,0.00,3.50,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,10.50,0.00,4.00,0.00,7.35,3.3,6.88,19.16,-0.9
0.00,1.50,0.00,0.00,0.00,6.75,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,16.25,0.00,5.00,0.00,6.97,3.3,7.44,22.58,0.0
0.00,1.75,0.00,0.00,0.00,8.38,0.00,0.00,10.38,0.00,0.00,0.00,0.00,0.00,19.12,0.00,5.50,0.00,6.79,3.3,7.72,25.29,0.0
